game;author;playtime_at_review;timestamp_updated;language;review;votes_up;votes_funny;voted_up;weighted_vote_score;written_during_early_access;steam_purchase;received_for_free
730;76561199257162138;5117;1722220792;brazilian;oferece uma experiência interessante, mas sua viabilidade está diretamente relacionada à assinatura Prime de R$70 Reais. A presença de hackers nas partidas pode ser frustrante, e o status Prime ajuda a mitigar esse problema. Os benefícios associados à assinatura Prime são razoáveis, incluindo a obtenção de caixas de skins e acesso ao modo Especial, que visa reduzir a probabilidade de encontros com hackers.Além disso, a possibilidade de vender essas caixas de skins na Steam é um atrativo adicional, no qual você pode investir em outros jogos ou até mesmo obter retorno financeiro ao vender as skins em sites de terceiros.Se você prefere não gastar esse valor, o Valorant oferece uma experiência semelhante, mas sem a opção de mercado de skins.;0;0;True;0;False;True;False
730;76561198836097255;13096;1722220659;brazilian;Bacana;1;0;True;0.523809552192687988;False;True;False
730;76561199742325405;2068;1722220080;brazilian;Comunidade tóxica porém o jogo realmente é muito bom! Recomendo e sempre recomendarei. Espero que não estraguem o jogo com atualizações.;0;0;True;0;False;True;True
730;76561198865096476;25108;1722220058;brazilian;..;0;0;True;0;False;True;False
730;76561198345927771;12353;1722219125;brazilian;Muito bom;0;0;True;0;False;True;False
730;76561199724630194;5222;1722217730;brazilian;o jogo me deixou assim mesmo⣿⣿⣿⡷⠊⡢⡹⣦⡑⢂⢕⢂⢕⢂⢕⢂⠕⠔⠌⠝⠛⠶⠶⢶⣦⣄⢂⢕⢂⢕⣿⣿⠏⣠⣾⣦⡐⢌⢿⣷⣦⣅⡑⠕⠡⠐⢿⠿⣛⠟⠛⠛⠛⠛⠡⢷⡈⢂⢕⢂⠟⣡⣾⣿⣿⣿⣿⣦⣑⠝⢿⣿⣿⣿⣿⣿⡵⢁⣤⣶⣶⣿⢿⢿⢿⡟⢻⣤⢑⢂⣾⣿⣿⡿⢟⣛⣻⣿⣿⣿⣦⣬⣙⣻⣿⣿⣷⣿⣿⢟⢝⢕⢕⢕⢕⢽⣿⣿⣷⣔⣿⣿⠵⠚⠉⢀⣀⣀⣈⣿⣿⣿⣿⣿⣿⣿⣿⣿⣗⢕⢕⢕⢕⢕⢕⣽⣿⣿⣿⣿⢷⣂⣠⣴⣾⡿⡿⡻⡻⣿⣿⣴⣿⣿⣿⣿⣿⣿⣷⣵⣵⣵⣷⣿⣿⣿⣿⣿⣿⡿⢌⠻⣿⡿⡫⡪⡪⡪⡪⣺⣿⣿⣿⣿⣿⠿⠿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃⠣⡁⠹⡪⡪⡪⡪⣪⣾⣿⣿⣿⣿⠋⠐⢉⢍⢄⢌⠻⣿⣿⣿⣿⣿⣿⣿⣿⠏⠈⡣⡘⢄⠙⣾⣾⣾⣿⣿⣿⣿⣿⣿⡀⢐⢕⢕⢕⢕⢕⡘⣿⣿⣿⣿⣿⣿⠏⠠⠈⠌⢊⢂⢣⠹⣿⣿⣿⣿⣿⣿⣿⣿⣧⢐⢕⢕⢕⢕⢕⢅⣿⣿⣿⣿⡿⢋⢜⠠⠈;0;0;True;0;False;True;False
730;76561198838180510;16679;1722215735;brazilian;nao;0;0;True;0;False;True;False
730;76561199492542348;26892;1722215418;brazilian;Muito bom.;0;0;True;0;False;True;True
730;76561199554956953;33886;1722214724;brazilian;jogabilidade e realismo! recomendo.;0;0;True;0;False;True;False
730;76561199010593416;110963;1722214332;brazilian;Ótimo jogo;0;0;True;0;False;True;False
730;76561198447734324;1495;1722213637;brazilian;muito bom, melhor jogo que ja joguei em anos;0;0;True;0;False;True;False
730;76561199237230842;7491;1722213327;brazilian;volta cs go;0;0;True;0;False;True;False
730;76561199037039949;23356;1722213245;brazilian;...;0;0;True;0;False;True;False
730;76561199744501683;4841;1722212431;brazilian;"Tirando os ""tiltados de plantão"" e os trolls de competitivo da pra se divertir bastanteOBS: Começei no jogo recentemente e fui tentar jogar na FACEIT, porém quando abro o anti-cheat aparece a seguinte mensagem ERROR: "" PLEASE ENABLE SECURE BOOT TO CONTINUE""se alguém souber me ajudar a resolver isso agradeço =D Cheguei a pesquisar sobre, e vi que TEM A VER COM A BIOS/PLACA MÃE OU ALGO ASSIM (??????), porém sou bastante leigo nesse sentido e tenho receio em fazer esse procedimento sozinho se alguém puder me ajudar agradeço )";0;0;True;0;False;True;False
730;76561199750461058;419;1722211812;brazilian;top demais;0;0;True;0;False;True;False
730;76561198800938916;57980;1722211475;brazilian;estressante;0;0;False;0;False;True;False
730;76561199474270341;17542;1722203499;brazilian;o jogog e bom o unico problema e oa xiter que tem;0;0;True;0;False;True;False
730;76561198351340489;28865;1722202100;brazilian;bom demais;0;0;True;0;False;True;False
730;76561198840396557;19338;1722201871;brazilian;Bom jogo pra passar raiva;0;0;True;0;False;True;False
730;76561199311679411;9007;1722201165;brazilian;KKKKKKKKKKKKKKKKKKKKKKKKKKKKKK cs go era melhor;0;0;False;0;False;True;False
730;76561199003352421;6588;1722198752;brazilian;muito bom;0;0;True;0;False;True;False
730;76561198840955663;12516;1722198561;brazilian;a;0;0;False;0;False;True;False
730;76561199523242365;288;1722195905;brazilian;muito nask;0;0;True;0;False;True;False
730;76561199212866223;10058;1722194674;brazilian;Muito bom;0;0;True;0;False;True;False
730;76561199644145751;22310;1722193193;brazilian;otimo;0;1;True;0;False;True;True
730;76561199242793380;4735;1722192039;brazilian;Jogo massa :Thumbusp:;0;0;True;0;False;True;False
730;76561198258913850;178776;1722191115;brazilian;top;0;0;True;0;False;True;False
730;76561199555066448;25021;1722186765;brazilian;Mt bom, competitivo, e divertido 🥳;1;0;True;0.523809552192687988;False;True;False
730;76561197963413007;1388;1722185424;brazilian;O melhor FPS ja feito !;0;0;True;0;False;True;False
730;76561199447069918;4996;1722184916;brazilian;Csgo is better;0;0;False;0;False;True;False
730;76561198140556613;3337;1722184900;brazilian;Tiro;0;0;True;0;False;True;False
730;76561198016920764;378;1722183690;brazilian;Atualização necessária e tudo que curtimos no jogo permaneceu certinho. Recomendo!;0;0;True;0;False;True;False
730;76561198979065305;6463;1722183094;brazilian;Jogo é legal 👍;0;0;True;0;False;True;False
730;76561198012983197;61850;1722178866;brazilian;jogo fdp, em pleno 2024 não concertaram bugs splash;0;0;False;0;False;True;False
730;76561198097050248;25699;1722172654;brazilian;é de tiro;1;0;True;0.523809552192687988;False;True;False
730;76561197997732126;33121;1722169557;brazilian;bug de vac recorrente e ninguem resolve, ja esta ficando chato jogar !!!;0;0;False;0;False;True;True
730;76561199184462485;4340;1722149888;brazilian;top;0;0;True;0;False;True;False
730;76561198872478137;39684;1722148737;brazilian;777777;0;0;True;0;False;True;False
730;76561198168073938;14073;1722146826;brazilian;podree porcaria!NAO DA NEM PRA MATAR OS CARA, NEGO XITADO ATE O TALO, COMPRANDO HACK DE 10 CONTO;0;0;False;0;False;True;False
730;76561199530674563;4905;1722144854;brazilian;Os 80R$ mais mal gastos da minha vida foi nesse cs2 jogo feio ridículo e quebrado da raiva de saber que os cara matou o cs go pra fazer essa puta merda, deveria ter gastado esses 80 com dinheiro pinga e puta barata🖕👍;0;0;False;0;False;True;False
730;76561199225052349;96026;1722139549;brazilian;top;1;0;True;0.504950463771820068;False;True;True
730;76561198076983130;80913;1722136444;brazilian;Mesma melda 2 kk;0;0;False;0;False;True;False
730;76561198068650768;196215;1722136321;brazilian;UM ÍCONE .;0;0;True;0;False;True;False
730;76561199071694623;9748;1722133312;brazilian;https://steamcommunity.com/id/chezchezchez/inventory/#730_2_38491035446https://steamcommunity.com/id/chezchezchez/inventory/#730_2_38649807336https://steamcommunity.com/id/chezchezchez/inventory/#730_2_38701751864;0;0;True;0;False;True;False
730;76561199732358703;2299;1722133181;brazilian;tudo;0;0;True;0;False;True;True
730;76561199569833818;6524;1722129154;brazilian;muy bueno;0;0;True;0;False;True;False
730;76561199188051155;45347;1722128442;brazilian;amei, super indico;1;0;True;0.523809552192687988;False;True;False
730;76561199742471820;483;1722128203;brazilian;Comunidade pika, comprei o cs e ja fiz muitas amizades o ruim e que em algumas partidas tem xit;0;0;True;0;False;True;False
730;76561199507091757;11510;1722127821;brazilian;No meu ponto de vista o jogo é bom , me divirto muito , fora alguns bugs que acontecem mas tudo bem , o real problema está na comunidade do jogo , a comunidade é muito tóxica , na maioria das vezes não ajudam um iniciante só o criticam desmotivando a pessoa de progredir no jogo , sem contar dos '' boludos '' cair numa partida com alguns deles é um desastre total , são completamente racistas etc...  então aqui fica o meu descontentamento , não com o CS2 e sim com a comunidade , a maioria dos players são adultos , não consigo intender o pq disso estar acontecendo.;0;0;True;0;False;True;False
730;76561199177555168;24831;1722120637;brazilian;n;0;0;True;0;False;True;False
730;76561199192757275;10733;1722120167;brazilian;Joge,mas esteja ciente dos riscosBoludos ;0;0;True;0;False;True;False
730;76561199028649306;33400;1722119740;brazilian;show;0;0;True;0;False;True;True
730;76561199747580214;695;1722116216;brazilian;⠀;0;0;True;0;False;True;False
730;76561198254982899;99724;1722115779;brazilian;Ok;0;0;True;0;False;True;False
730;76561198056184146;41984;1722115393;brazilian;Nada;0;0;True;0;False;True;False
730;76561199648191134;8044;1722114989;brazilian;Bao;0;1;True;0;False;True;False
730;76561198994508595;43789;1722113632;brazilian;(Y);0;0;True;0;False;True;False
730;76561198302163943;4843;1722110395;brazilian;não;1;0;True;0.523809552192687988;False;True;False
730;76561198453807872;18760;1722109113;brazilian;O MELHOR JOGO;0;0;True;0;False;True;True
730;76561198140821221;6046;1722108182;brazilian;Jogo Podre, nada que devia funcionar funciona e ainda tem uma comunidade pior que o jogo;0;0;False;0;False;True;False
730;76561198996278719;14593;1722107364;brazilian;Jogo bommmm dmaisé, só não entendo pq os inimigos não morrem, tipo eu atiro mais não vai, assim só pq eu errei a mira no cara não quer dizer né ? nunca vou entender os cara que quer mandar no meu jogo tipo se tu é o fodão pq não carrega todo mundo ?;0;0;True;0;False;True;False
730;76561199734020524;3644;1722105580;brazilian;Da pra divertir!;0;0;True;0;False;True;False
730;76561199683373656;2369;1722103120;brazilian;...;0;0;True;0;False;True;False
730;76561199663742116;4535;1722102601;brazilian;altos jogo;1;0;True;0.523809552192687988;False;True;False
730;76561199269564591;2656;1722098418;brazilian;pelisso;0;0;True;0;False;True;False
730;76561199620527059;1835;1722097532;brazilian;Melhor fps de todos os tempos;0;0;True;0;False;True;False
730;76561199611555057;7600;1722097276;brazilian;achei pica;0;0;True;0;False;True;False
730;76561198866092474;41763;1722093814;brazilian;CS2 Show;0;0;True;0;False;True;False
730;76561198283093451;10469;1722092251;brazilian;FÓLLEN;0;0;True;0;False;True;False
730;76561199311964779;32635;1722091178;brazilian;Eh bom demazi;0;0;True;0;False;True;False
730;76561198948431928;20611;1722090735;brazilian;mtm bom, mah melhor jogo que ja joguei na minha vida;0;0;True;0;False;True;False
730;76561199737696354;1156;1722090325;brazilian;Sem duvidas alguma o melhor de todos os jogos;0;0;True;0;False;True;False
730;76561198271591168;6966;1722086821;brazilian;<3;0;0;True;0;False;True;True
730;76561198200966885;7417;1722062794;brazilian;jogo muito bom dms;1;0;True;0.523809552192687988;False;True;False
730;76561199744462561;1469;1722059723;brazilian;vtmnc;0;0;True;0;False;True;False
730;76561199559384553;78243;1722057342;brazilian;bommm demaize!!;0;0;True;0;False;True;False
730;76561199746965859;982;1722045445;brazilian;jogo dahora demais, ficou bom;0;0;True;0;False;True;False
730;76561198850407740;7554;1722044818;brazilian;ok;0;0;True;0;False;True;False
730;76561198144196312;68485;1722044411;brazilian;;0;0;False;0;False;True;False
730;76561199579888563;1899;1722043792;brazilian;Value os 76,00 reais, melhor fps de todos os tempos;0;0;True;0;False;True;False
730;76561199672255409;3899;1722041792;brazilian;top isaac e o caara;0;0;True;0;False;True;False
730;76561198206663179;51966;1722039173;brazilian;otimo;0;0;True;0;False;True;False
730;76561198253764591;13459;1722038785;brazilian;muito bom;0;0;True;0;False;True;False
730;76561199406478610;18062;1722038717;brazilian;tiltante;1;0;False;0;False;True;False
730;76561198118586089;29994;1722037948;brazilian;Que jogo bom pra ficar tiltado;0;0;True;0;False;True;False
730;76561199133121577;21263;1722034849;brazilian;top;0;0;True;0;False;True;False
730;76561199477745377;11735;1722034699;brazilian;1;0;0;True;0;False;True;False
730;76561198989665545;3627;1722032774;brazilian;muito bom;0;0;True;0;False;True;False
730;76561199552411946;13901;1722032684;brazilian;Muito Bom;0;0;True;0;False;True;False
730;76561198100170868;13665;1722032029;brazilian;Jogo muito bom para aliviar o estresse ou estressar mesmo kkkkk;0;0;True;0;False;True;False
730;76561198868180855;21820;1722031808;brazilian;Jogo Baum Dms;0;0;True;0;False;True;False
730;76561198059728531;24408;1722023981;brazilian;Excelente para jogos casuais, frenéticos e divertidos.;0;0;True;0;False;True;False
730;76561198433838750;65283;1722023053;brazilian;top;0;0;True;0;False;True;False
730;76561199731394965;6580;1722021770;brazilian;Não existe anti cheat nesse game! Novo CrossFire! joguem plataformas como GC, faceit com anti cheat proprios.. ridiculo.;0;0;True;0;False;True;False
730;76561199727410146;2943;1722021757;brazilian;toppppppppppppppppppppppppppppppppppp;0;0;True;0;False;True;False
730;76561199747478551;1292;1722021349;brazilian;muito bom;0;0;True;0;False;True;False
730;76561199546166749;847;1722017954;brazilian;top;0;0;True;0;False;True;False
730;76561197987045418;105566;1722011253;brazilian;Jogo faz muitos anos sempre me diverti muito,infelizmente o unico problema e essa onda de cheats faz anos;0;0;True;0;False;True;False
730;76561199226987175;3748;1722011076;brazilian;se vc tiver o prime jogue, se nao, nunca entre nesse jogo. apenas se quiser perder sua mente;0;0;False;0;False;True;False
730;76561199097099155;22091;1722008639;brazilian;comunidade extremamente toxica, muitos hackers, mas amo mesmo assim S2;0;0;True;0;False;True;False
730;76561199091178978;32012;1722008522;brazilian;pika de cachorro;0;0;True;0;False;True;False
730;76561199224292977;16374;1722008344;brazilian;a;0;0;True;0;False;True;False
730;76561198812269272;15123;1722006879;brazilian;bom;0;0;True;0;False;True;False
730;76561199565477207;17754;1722005293;brazilian;tomei ban do vac injustamentetinha o prime e jogava namoral;0;0;False;0;False;True;False
730;76561198118476062;6135;1722004403;brazilian;Eu sou um pai de 45 anos, provavelmente uma das pessoas mais velhas a jogar este jogo. Sou pai solteiro criando meu filho, que agora tem 14 anos. Meu filho ganhou este jogo no Natal de 2021 de seu tio, então o instalamos em seu computador e ele começou a jogar. Até o final da semana ele tinha 24 horas neste jogo. Isso foi horrível para mim, pois já era difícil encontrar maneiras de passar o tempo com meu filho, pois ele está sempre com os amigos ou apenas assistindo ao YouTube. Então eu decidi fazer uma conta no Steam e pegar esse jogo para ver se eu poderia jogar ao lado dele. Eu comprei o jogo, criei minha partida e comecei a jogar com um colega, mas eu estava preso no que você deveria fazer. Pedi ajuda ao meu filho e ele organizou um jogo para eu participar. Adorei, pois foi o melhor momento que passei com meu filho desde que minha esposa morreu. Desde então, esse jogo aproximou eu e meu filho novamente e agora passamos um tempo juntos fora de casa também. Este jogo me lembrou que há diversão em tudo, e trouxe muitas lembranças felizes para mim e meu filho.;1;0;True;0.523809552192687988;False;True;False
730;76561199503254920;1436;1722003195;brazilian;Sem palavras! 100000/10;0;0;True;0;False;True;False
730;76561198863863222;5266;1722001778;brazilian;Tirando os bugs das atualizações ta bom mas precisa ser mais estavell;0;0;True;0;False;True;True
730;76561198420462604;110950;1721998317;brazilian;Muito tiro, bomba, polícia e ladrão.;0;0;True;0;False;True;False
730;76561199264206622;4233;1721996740;brazilian;Falta personagem com dash;0;0;True;0;False;True;False
730;76561199193630214;63700;1721991725;brazilian;adoro;0;0;True;0;False;True;False
730;76561198330307592;58853;1721984276;brazilian;love itt;0;0;True;0;False;True;False
730;76561199075444742;6868;1721977102;brazilian;DA PRA BRINCAR;0;0;True;0;False;True;False
730;76561199209650320;18859;1721973192;brazilian;jogo que amo de mas ,,,,,,,,,,,,,,,,,,,,,,,,;2;0;True;0.545454561710357666;False;True;False
730;76561198001413097;3361;1721971689;brazilian;Top!;0;0;True;0;False;True;False
730;76561199072770945;21408;1721971593;brazilian;Counter Strike é o melhor pior jogo mais estressante relaxante do mundo.;1;0;True;0.523809552192687988;False;True;False
730;76561199556625497;26298;1721967819;brazilian;bom jogo;0;0;True;0;False;True;False
730;76561198838363716;2443;1721964753;brazilian;Muito bom;0;0;True;0;False;True;False
